CH,y,x,relative,sensitivity,instrument
124,44.0000,379.242,2.69963e+06,6.05608,4.15413
125,988.000,530.391,5.18601e+06,3.15255,5.49565
126,974.000,530.717,6.20186e+06,2.63617,5.64554
127,959.000,530.134,5.79382e+06,2.82183,5.43802
128,943.000,529.915,3.40305e+06,4.80427,5.42908
132,882.000,526.372,5.43628e+06,3.00742,5.33348
133,867.000,526.417,5.16546e+06,3.16509,5.50206
134,852.000,526.324,5.45981e+06,2.99446,5.42513
135,837.000,525.648,5.18042e+06,3.15595,5.38157
136,821.000,525.363,6.10547e+06,2.67779,5.41956
137,806.000,526.042,7.34906e+06,2.22466,5.30015
138,791.000,525.472,5.83479e+06,2.80201,5.48146
139,776.000,524.842,7.19067e+06,2.27366,5.41062
140,761.000,524.832,7.99232e+06,2.04561,5.26014
141,746.000,524.786,6.89417e+06,2.37145,5.31792
142,730.000,523.891,6.71328e+06,2.43535,5.28535
143,715.000,522.507,6.51087e+06,2.51106,5.12229
144,700.000,523.280,6.69116e+06,2.44340,5.08727
145,685.000,522.813,7.88808e+06,2.07264,5.18145
146,670.000,522.419,9.06179e+06,1.80419,5.31544
147,655.000,522.026,9.25317e+06,1.76687,5.11941
148,640.000,522.126,9.02416e+06,1.81171,4.98105
149,608.000,522.137,7.85914e+06,2.08027,4.93870
150,593.000,521.299,7.63095e+06,2.14248,5.18788
151,578.000,520.784,1.04471e+07,1.56495,4.98467
152,564.000,520.588,9.54076e+06,1.71361,4.96678
153,548.000,520.649,7.77701e+06,2.10224,5.05519
154,532.000,519.604,7.27380e+06,2.24768,4.89309
155,518.000,519.962,7.37881e+06,2.21569,5.00793
156,502.000,519.572,6.47131e+06,2.52641,4.92789
157,487.000,519.611,6.08417e+06,2.68716,4.95883
158,472.000,519.010,5.76510e+06,2.83588,4.78811
159,457.000,519.577,4.18691e+06,3.90483,4.79493
161,427.000,519.280,2.97678e+06,5.49222,4.73728
162,411.000,518.124,4.47718e+06,3.65166,4.77300
163,396.000,518.088,3.83992e+06,4.25768,4.60263
164,365.000,520.845,3.54992e+06,4.60550,4.83669
165,350.000,519.682,6.91036e+06,2.36589,4.65001
166,335.000,519.451,6.32802e+06,2.58362,4.65470
167,320.000,520.247,5.15235e+06,3.17315,4.64275
168,303.000,520.975,4.57992e+06,3.56975,4.69126
169,290.000,520.013,6.26741e+06,2.60860,4.58756
171,274.000,520.785,3.94801e+06,4.14111,4.44820
172,259.000,522.411,3.20664e+06,5.09853,4.39871
177,151.000,522.852,3.80367e+06,4.29826,4.26593
178,136.000,522.956,5.86712e+06,2.78657,4.28643
179,121.000,523.377,4.68865e+06,3.48697,4.20751
180,106.000,524.624,4.70322e+06,3.47616,4.15939
181,90.0000,524.600,4.31738e+06,3.78682,4.29382
182,75.0000,524.202,5.91781e+06,2.76271,4.20841
183,59.0000,526.043,5.15892e+06,3.16910,4.29504
184,44.0000,525.622,5.09390e+06,3.20956,4.10130
185,1004.00,678.178,9.12489e+06,1.79171,5.29383
186,991.000,678.038,8.78752e+06,1.86050,5.19198
187,959.000,675.865,1.01862e+07,1.60504,5.18909
188,943.000,674.882,7.78698e+06,2.09955,5.52679
189,928.000,673.352,1.05800e+07,1.54530,5.20098
190,914.000,673.629,9.07814e+06,1.80094,5.33300
191,898.000,672.911,9.86406e+06,1.65745,5.33673
192,883.000,671.469,6.94762e+06,2.35320,5.02303
194,852.000,671.252,5.62044e+06,2.90888,5.37798
195,838.000,670.275,9.18518e+06,1.77995,5.28712
196,822.000,669.297,1.14577e+07,1.42692,5.26280
197,807.000,669.719,1.11918e+07,1.46082,5.15339
198,791.000,669.761,1.35234e+07,1.20896,5.26806
199,776.000,668.911,1.51338e+07,1.08031,5.13362
200,762.000,668.311,1.47519e+07,1.10827,5.12984
201,747.000,668.355,1.40063e+07,1.16727,4.95426
202,715.000,668.110,1.34204e+07,1.21823,5.01259
203,701.000,667.426,1.25239e+07,1.30543,5.18999
204,685.000,667.437,1.57722e+07,1.03658,5.15060
205,670.000,666.203,1.31476e+07,1.24351,5.08880
206,657.000,666.567,6.14857e+06,2.65902,5.08550
207,609.000,666.353,4.69485e+06,3.48236,5.03937
209,579.000,665.123,7.69813e+06,2.12378,5.09661
210,563.000,665.565,8.24864e+06,1.98204,5.13910
211,549.000,664.862,9.88917e+06,1.65324,4.67382
213,472.000,664.412,1.03254e+07,1.58339,4.83338
214,457.000,663.903,9.63718e+06,1.69647,4.86393
215,442.000,665.368,7.90158e+06,2.06910,4.93532
216,427.000,664.266,8.10747e+06,2.01655,4.70039
217,396.000,664.448,9.22329e+06,1.77260,4.76720
218,382.000,665.547,7.64871e+06,2.13751,4.82460
219,366.000,664.282,8.11764e+06,2.01403,4.89361
220,351.000,663.859,9.23814e+06,1.76975,4.82665
221,335.000,664.945,5.47696e+06,2.98508,4.78105
222,320.000,665.026,7.25284e+06,2.25417,4.79050
223,305.000,664.999,6.74864e+06,2.42258,4.72222
224,289.000,665.320,4.58964e+06,3.56219,4.48381
226,243.000,665.175,2.60265e+06,6.28173,4.46238
227,213.000,665.786,4.64318e+06,3.52111,4.52188
228,198.000,667.482,4.55315e+06,3.59074,4.52032
229,182.000,666.714,4.46714e+06,3.65987,4.50651
230,167.000,666.712,5.48577e+06,2.98029,4.70356
231,152.000,666.581,6.07911e+06,2.68940,4.39466
232,137.000,668.680,5.08982e+06,3.21213,4.35226
233,120.000,669.021,4.06953e+06,4.01746,4.38936
234,105.000,668.564,4.81038e+06,3.39873,4.41136
235,75.0000,668.390,4.64849e+06,3.51709,4.38836
236,60.0000,669.882,4.51843e+06,3.61833,4.41559
239,990.000,822.680,1.19707e+07,1.36576,5.42633
241,945.000,820.771,7.62230e+06,2.14491,5.06822
242,929.000,820.242,1.21544e+07,1.34512,5.40258
243,914.000,820.288,1.24209e+07,1.31627,5.35987
245,869.000,817.525,1.33029e+07,1.22899,5.24674
246,853.000,816.775,1.16139e+07,1.40773,5.00813
247,838.000,817.183,1.63492e+07,1.00000,5.25497
248,823.000,815.807,1.40207e+07,1.16608,5.21006
249,808.000,815.627,1.45152e+07,1.12635,5.03026
250,777.000,813.516,1.09998e+07,1.48631,5.29170
251,763.000,813.683,1.31232e+07,1.24582,5.25720
252,747.000,813.359,1.19670e+07,1.36619,5.16665
253,733.000,812.889,1.00175e+07,1.63205,4.88264
255,699.000,811.494,4.29259e+06,3.80870,4.69940
256,686.000,811.500,5.11057e+06,3.19909,4.75603
257,670.000,811.321,6.25347e+06,2.61441,5.16238
258,656.000,811.811,1.08045e+07,1.51319,5.20988
259,640.000,810.793,1.05757e+07,1.54592,5.16951
260,625.000,810.688,1.12243e+07,1.45659,5.13972
261,610.000,810.318,1.08978e+07,1.50023,5.20788
262,595.000,810.380,1.42897e+07,1.14412,5.14523
263,580.000,809.266,1.24878e+07,1.30921,5.06877
264,564.000,810.576,8.87248e+06,1.84268,4.89015
265,519.000,809.630,9.06702e+06,1.80315,4.75791
267,473.000,809.645,9.18353e+06,1.78027,4.72239
268,898.000,818.371,1.00940e+07,1.61969,5.10613
269,442.000,809.772,9.69340e+06,1.68663,4.87820
270,427.000,810.598,7.62319e+06,2.14466,4.78278
271,381.000,811.075,9.35477e+06,1.74768,4.85270
272,366.000,811.010,7.58106e+06,2.15658,5.05391
273,351.000,812.041,6.51517e+06,2.50940,4.95305
274,335.000,811.009,6.09890e+06,2.68068,5.17607
275,320.000,810.134,9.73301e+06,1.67976,4.87526
276,305.000,810.778,6.11204e+06,2.67491,5.26078
277,289.000,811.098,8.78677e+06,1.86066,4.95965
278,274.000,810.125,7.73629e+06,2.11331,4.82385
279,243.000,811.725,7.98488e+06,2.04751,4.91469
280,229.000,811.393,8.16148e+06,2.00321,4.90871
281,214.000,813.532,5.94714e+06,2.74908,4.65959
283,151.000,814.586,3.62174e+06,4.51418,4.69102
284,136.000,813.544,4.41900e+06,3.69975,4.77955
285,121.000,814.573,3.08961e+06,5.29166,4.46952
286,90.0000,816.412,4.21787e+06,3.87616,4.47195
287,74.0000,815.629,2.64068e+06,6.19126,4.78385
288,59.0000,816.325,2.39565e+06,6.82452,4.56563
