number,operator,date,shot,TFoffset,d-tacq,TFdtacq,a039,a039_TF,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],FC TF [kV],TF[kV],delay[us],FCTF[kV],delay[us],Crowbar[us],EF[A],Electrode [kV],delay   [us],OH,gas,gas pressure,delay[s],予備電離,Solenoid,delay,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
1503,,,43,,,,,,失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,,44,,,,,,成功（軟X線発光）,39,,460,39,,460,,3.4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1505,,,45,,,,,,成功（軟X線発光）,39,,460,39,,460,,3.4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1506,,,46,,,,,,ガス圧低すぎ、失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,田中、藤川,2月16日,1,,,,,,TFonly ,,,,,,,,3,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1508,,,2,,,,,,vacuum shot,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,,,3,,,,,,vacuum shot,39,460,,39,460,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,4,,,,,,,39,460,,39,460,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1511,,,5,,,,,,,39,460,,39,460,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1512,,,6,,,,,,,39,460,,39,460,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1513,,,7,,,,,,,39,460,,39,460,,,3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1514,,,8,,,,,,R=0.31?,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,468,3,,,,,,,,,,,,,,
1515,,,9,,,,,,R=0.31?,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,468,3,,,,,,,,,,,,,,
1516,,,10,,,,,,R=0.31,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,468,3,,,,,,,,,,,,,,
1517,,,11,,,,,,R=0.28,39,460,,39,460,,,3,,,,,150,,,,,8,,,,,462,3,,,,,,,,,,,,,,
1518,,,12,,,,,,R=0.25,39,460,,39,460,,,3,,,,,150,,,,,8,,,,,462,3,,,,,,,,,,,,,,
1519,,,13,,,,,,R=0.25,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,462,3,,,,,,,,,,,,,,
1520,,,14,,,,,,miss,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,,3,,,,,,,,,,,,,,
1521,,,15,,,,,,R=0.22,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1522,,,16,,,,,,R=0.19,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1523,,,17,,,,,,R=0.16,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,471,3,,,,,,,,,,,,,,
1524,,,18,,,,,,R=0.13,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,471,3,,,,,,,,,,,,,,
1525,,,19,,,,,,R=0.10,39,460,,39,460,,,3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1526,,,20,,,,,,R=0.10,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1527,,,21,,,,,,R=0.13,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,462,3,,,,,,,,,,,,,,
1528,,,22,,,,,,R=0.16,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,462,3,,,,,,,,,,,,,,
1529,,,23,,,,,,R=0.19,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1530,,,24,,,,,,R=0.22,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,468,3,,,,,,,,,,,,,,
1531,,,25,,,,,,R=0.25(gas miss?),39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,468,3,,,,,,,,,,,,,,
1532,,,26,,,,,,R=0.25,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,,,,,,,,,,,,,,,,
1533,,,27,,,,,,R=0.28,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,471,3,,,,,,,,,,,,,,
1534,,,28,,,,,,R=0.31,39,460,,39,460,,,-3,,,,,150,,,,,6,,,,,465,3,,,,,,,,,,,,,,
1535,"tanaka,cai",2月18日,1,,,,,,TF only,,,,,,,,-3,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1536,,,2,,,,,,Vacuum noisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,,,3,,,,,,Vacuum noisy (cp restart & osilo GD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,,,4,,,,,,TF only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,,,5,,,,,,vacuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,,,6,,,,,,Pfonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,,,7,,,,,,TF only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,,,8,,,,,,,39,,,39,,,,-3,,,,,150,,,,,5,,,,,465,3,,,,,,,,,,,,,,
1543,,,9,,,,,,TF only,,,,,,,,-3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1544,,,10,,,,,,R=0.31(no cell),39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1545,,,11,,,,,,R=0.31,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1546,,,12,,,,,,R=0.28,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1547,,,13,,,,,,R=0.25,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1548,,,14,,,,,,R=0.22,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1549,,,15,,,,,,R=0.19,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1550,,,16,,,,,,R=0.16,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1551,,,17,,,,,,R=0.13,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1552,,,18,,,,,,R=0.10,39,,,39,,,,-3.4,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1553,,,19,,,,,,Tfonly,,,,,,,,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,,20,,,,,,R=0.10,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1555,,,21,,,,,,R=0.13,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1556,,,22,,,,,,R=0.16,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1557,,,23,,,,,,R=0.19,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1558,,,24,,,,,,R=0.22,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1559,,,25,,,,,,miss,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1560,,,26,,,,,,R=0.25,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1561,,,27,,,,,,R=0.28,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1562,,,28,,,,,,R=0.31,39,,,39,,,,-2.7,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1563,,,29,,,,,,R=0.31,39,,,39,,,,-2,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1564,,,30,,,,,,TF only,39,,,39,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1565,,,31,,,,,,R=0.28,39,,,39,,,,-2,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1566,,,32,,,,,,R=0.25,39,,,39,,,,-2,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1567,,,33,,,,,,R=0.22,39,,,39,,,,-2,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1568,,,34,,,,,,R=0.19,39,,,39,,,,-2,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1569,,,35,,,,,,R=0.16,39,,,39,,,,-2,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1570,,,36,,,,,,R=0.13,39,,,39,,,,-2,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1571,,,37,,,,,,R=0.10,39,,,39,,,,-2,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1572,,,38,,,,,,TFonly,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,,,39,,,,,,R=0.10,39,,,39,,,,2,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1574,,,40,,,,,,R=0.13,39,,,39,,,,2,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1575,,,41,,,,,,R=0.16,39,,,39,,,,2,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1576,,,42,,,,,,R=0.19,39,,,39,,,,2,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1577,,,43,,,,,,R=0.22,39,,,39,,,,2,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1578,,,44,,,,,,R=0.25,39,,,39,,,,2,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1579,,,45,,,,,,R=0.28,39,,,39,,,,2,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1580,,,46,,,,,,R=0.31,39,,,39,,,,2,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1581,,,47,,,,,,TF only,,,,,,,,2.7,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,48,,,,,,R=0.31,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1583,,,49,,,,,,R=0.28,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,462,3,,,,,,,,,,,,,,
1584,,,50,,,,,,R=0.25,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1585,,,51,,,,,,R=0.22,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,465,3,,,,,,,,,,,,,,
1586,,,52,,,,,,R=0.19,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1587,,,53,,,,,,R=0.16,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,468,3,,,,,,,,,,,,,,
1588,,,54,,,,,,R=0.13,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1589,,,55,,,,,,R=0.10,39,,,39,,,,2.7,,,,,150,,,,,7,,,,,471,3,,,,,,,,,,,,,,
1590,,,56,,,,,,TF only,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,,,57,,,,,,R=0.10,39,,,39,,,,3.4,,,,,150,,,,,,,,,,462,3,,,,,,,,,,,,,,
1592,,,58,,,,,,R=0.13,39,,,39,,,,3.4,,,,,150,,,,,,,,,,462,3,,,,,,,,,,,,,,
1593,,,59,,,,,,R=0.16,39,,,39,,,,3.4,,,,,150,,,,,,,,,,465,3,,,,,,,,,,,,,,
1594,,,60,,,,,,R=0.19,39,,,39,,,,3.4,,,,,150,,,,,,,,,,465,3,,,,,,,,,,,,,,
1595,,,61,,,,,,R=0.22,39,,,39,,,,3.4,,,,,150,,,,,,,,,,468,3,,,,,,,,,,,,,,
1596,,,62,,,,,,R=0.25,39,,,39,,,,3.4,,,,,150,,,,,,,,,,468,3,,,,,,,,,,,,,,
1597,,,63,,,,,,R=0.28,39,,,39,,,,3.4,,,,,150,,,,,,,,,,471,3,,,,,,,,,,,,,,
1598,,,64,,,,,,R=0.31,39,,,39,,,,3.4,,,,,150,,,,,,,,,,471,3,,,,,,,,,,,,,,
1599,,,65,,,,,,R=0.31,39,,,39,,,,3.4,,,,,150,,,,,,,,,,471,3,,,,,,,,,,,,,,
1600,,,66,,,,,,R=0.28,39,,,39,,,,3.4,,,,,150,,,,,,,,,,571,3,,,,,,,,,,,,,,
1601,,,67,,,,,,R=0.25,39,,,39,,,,3.4,,,,,150,,,,,,,,,,568,3,,,,,,,,,,,,,,
1602,,,68,,,,,,R=0.22,39,,,39,,,,3.4,,,,,150,,,,,,,,,,565,3,,,,,,,,,,,,,,
1603,染谷、秋光、姫野,210223,1,,,,,,真空ショット,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,染谷、秋光、姫野,210223,2,,,,,,真空ショット　,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,,210223,3,,,,,,真空ショット,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,,210223,4,,,,,,真空ショット,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,,210223,9,,2846,,,,真空ショット,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,,210223,10,,2847,,,,"真空ショット Sep１,2→CB3, 1",29,500,,29,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,,210223,11,,2848,,,,真空ショット,39,500,,39,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,210223,12,,2850,,,,,39,500,,39,500,,,3,,,,,150,,,,Ar,6.2,,,,,,,,,,,,,,,,,,,,
1611,,210223,13,13,2851,2851,,,TF3,,,,,,,,3,,,,,,,,,Ar,,,,,,,,,,,,,,,,,,,,,
1612,,210223,14,13,2852,2851,,,plasma,,,,,,,,,,,,,,,,,Ar,,,,,,,,,,,,,,,,,,,,,
1613,,210223,15,13,2853,2851,,,,39,500,,39,500,,,3,,,,,150,,,,Ar,6.2,,,,,,,,,,,,,,,,,,,,
1614,,210223,16,13,2854,2851,,,,39,500,,39,500,,,3,,,,,,,,,Ar,6.2,,,,,,,,,,,,,,,,,,,,
1615,,210223,17,13,2855,2851,,,,39,500,,39,500,,,3,,,,,,,,,Ar,6.2,,,,,,,,,,,,,,,,,,,,
1616,,210223,18,13,2856,2851,,,,39,500,,39,500,,,3,,,,,,,,,Ar,6.2,,,,,,,,,,,,,,,,,,,,
1617,,210223,19,13,2857,2851,,,,39,500,,39,500,,,3,,,,,,,,,Ar,2.4,,,,,,,,,,,,,,,,,,,,
1618,,210223,20,13,2858,2851,,,,39,500,,39,500,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1619,,210223,21,13,2859,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1620,,210223,22,13,2860,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1621,,210223,23,13,2861,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1622,,210223,24,13,2862,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1623,,210223,25,13,2863,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1624,,210223,26,13,2864,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1625,,210223,27,13,2866,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1626,,210223,28,13,2867,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1627,,210223,29,13,2868,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1628,,210223,30,13,2869,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1629,,210223,31,13,2870,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1630,,210223,32,13,2871,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1631,,210223,33,13,2872,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1632,,210223,34,13,2873,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1633,,210223,35,13,2874,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1634,,210223,36,13,2875,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1635,,210223,37,13,,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1636,,210223,38,13,2876,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1637,,,39~52,13,2877~2890,2851,,,,39,400,,39,400,,,3,,,,,,,,,Ar,1.4,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,1.4,,,,,,2,,,,,,,,Doppler probe,,,,,,
1639,染谷、秋光、姫野,210225,1,,,,,,TFonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,210225,2,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,1.1,,,,,,,,,,,,,,,,,,,,
1641,,210225,3,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.6,,,,,,2,,,,,,,,Doppler probe,,,,,,
1642,,210225,6,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.6,,,,,,2,,,,,,,,Doppler probe,,,,,,
1643,,210225,7,,,,,,,35,,,35,,,,3,,,,,150,,,,Ar,0.6,,,,,,,,,,,,,,,,,,,,
1644,,210225,8,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.6,,,,,,,,,,,,,,,,,,,,
1645,,210225,9,,,,,,失敗(負PFのみ放電),39,,,39,,,,3,,,,,150,,,,Ar,0.6,,,,,,2,,,,,,,,Doppler probe,,,,,,
1646,,210225,10,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1647,,210225,11,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1648,,210225,12,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,,,,,,,,,,,,,,,
1649,,210225,13,,,,,,トリガミス,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1650,,210225,14,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1651,,210225,15,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1652,,210225,16,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1653,,210225,17,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,,,,,,,,,,,,,,,
1654,,210225,18,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1655,,210225,19,,,,,,トリガミス(磁気面なし),,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,,210225,20,,,,,,TFonly,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1657,,210225,21,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1658,,210225,22,,,,,,TFonly,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,,210225,23,,2922,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1660,,210225,24,,2923,,,,休憩後再スタート,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1661,,210225,25,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1662,,210225,26,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1663,,210225,27,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1664,,210225,28,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1665,,210225,29,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1666,,210225,30,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1667,,210225,31,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,,,,,,,,,,,,,,,
1668,,210225,32,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1669,,210225,33,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1670,,210225,34,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1671,,210225,35,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1672,,210225,36,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1673,,210225,37,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1674,,210225,38,,2928,,,,TFonly,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,,210225,39,,2929,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1676,,210225,40,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1677,,210225,41,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1678,,210225,42,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1679,,210225,43,,これ以前自信ありません,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1680,,210225,44,,97,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1681,,210225,45,,98,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1682,,210225,46,,99,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1683,,210225,47,,100,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1684,,210225,48,,101,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1685,,210225,49,,102,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1686,,210225,50,,103,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1687,,210225,51,,104,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1688,,210225,52,,105,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1689,,210225,53,,取り忘れ,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1690,,210225,54,,取り忘れ,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1691,,210225,55,,取り忘れ,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1692,,210225,56,,106,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1693,,210225,57,,107,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1694,,210225,58,,2,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1695,,210225,59,,3,,,,,39,,,39,,,,3,,,,,150,,,,Ar,0.73,,,,,,2,,,,,,,,Doppler probe,,,,,,
1696,秋光、三木、姫野,,1,,2931,,,,TF3,0,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,,,2,,2932,,,,,39,,,0,,,,3,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,
1698,,,3,,2933,,,,片側,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,,,4,,2934,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,,,5,,2935,,,,ＴＦ３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,,,６,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,染谷、秋光、姫野,210301,1,,,,,,TF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,,,2,,,,,,,39,,,39,,,,3,,,,,150,,,,H,7.4,,,,,,2,,,,,,,,Doppler probe,,,,,,
1704,,,3,,,,,,,39,,,39,,,,3,,,,,150,,,,H,7.4,,,,,,2,,,,,,,,Doppler probe,,,,,,
1705,,,4,,,,,,,39,,,39,,,,3,,,,,150,,,,H,7.4,,,,,,2,,,,,,,,Doppler probe,,,,,,
1706,,,5,,,,,,,39,,,39,,,,3,,,,,150,,,,H,7.4,,,,,,2,,,,,,,,Doppler probe,,,,,,
1707,,,6,,,,,,,39,,,39,,,,3,,,,,150,,,,H,7.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1708,,,7,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1709,,,8,,,,,,CB1異常,39,,,39,,,,3,,,,,150,,,,H,,,,,,,,,,,,,,,,,,,,,
