number,operator,date,shot,TFoffset,d-tacq,TFdtacq,a039,a039_TF,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],FC TF [kV],TF[kV],delay[us],FCTF[kV],delay[us],Crowbar[us],EF[A],Electrode [kV],delay   [us],OH,gas,gas pressure,delay[s],予備電離,Solenoid,delay,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
3060,,211227,87,4,,,,,plasmaミスって5mm内側へ(1.3),39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
3061,,211227,88,4,,,,,plasma87と何も変えてないのに波形違う,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
3062,,211227,89,4,,,,,plasma5mm外側へ(1.8),39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
3063,,211227,90,4,,,,,plasma(0.8),39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
3064,,211227,91,4,,,,,plasma,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
3065,竹下、山口、田辺、NAC,211228,1,,,,,,OH4kV test TFロゴ借用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,,,2,,,,,,test shot (バラトロン不調?) 200kfps,39,400,470,39,400,470,,4,50,,,,150,,,,H,? 200ms バラトロン不調,,なし,4,275,試験中,,,,,,,,,,,,,,,
3067,,,3,,,,,,ultracam断念 ACSのみ撮影 shot4かも?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,,,4,,,,,,OHなし ロゴスキーずれた? shot5かも?,39,400,470,39,400,470,,4,50,,,,,,,,Ｈ,150ms,,,,,絞り4カチカチくらい,,,,,,,,,,,,,,,
3069,,,5,,,,,,こっからロゴ_ショット5とする --> Argon,,,,,,,,,,,,,,,,,Ar,150ms,,,,,,,,,,,,,,,,,,,,
3070,,,6,,,,,,カメラ縦横入れ替えた300kfps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,,,7,,,,,,500kfps リコネクション領域に集中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,,,8,,,,,,300kfps OHあり,,,,,,,,,,,,,150,,,,Ar,,,,4,275,,,,,,,,,,,,,,,,
3073,,,9,,,,,,300kfps OHあり EF下げた,,,,,,,,,,,,,125,,,,Ar,150ms,,,4,275,,,,,,,,,,,,,,,,
3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,竹下沢頭,211230,1,,,,,,真空ショット,37,,,39,,,,,,,,,150,,,,H,2mTorr,,,,,,,,,,,,,,,,,,,,
3076,,,2,,,,,,TF only 2.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,,,3,,,,,,"300kfps, diaphragm4, exp0.5, high改善無し",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,,,4,,,,,,"300k, 6, 0.5,high11と18信号弱い",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,,,5,,,,,,"300k,8,0.5",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,,,6,,,,,,"300k,8,0.5",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,,,7,,,,,,"300k,2,0.5",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,,,8,,,,,,"200k,2,0.5",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,,,9,,,,,,TF only 3.0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,,,10,,,,,,"200k,2,0.5,TFを3に変更,high18->18",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,,,11,,,,,,"300k,2,0.5,highもとに戻す,リング2回?",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,,,12,,,,,,"300k,2,0.5",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,,,13,,,,,,"300k,2,0.5",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,,,14,,,,,,TF only 4.0→保存失敗,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,,,15,,,,,,TF only 4.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,,,16,,,,,,"300k,2.0,0.5",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,,,17,,,,,,"300k,2.0,0.5,highよさげ",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,,,18,,,,,,"300k,2.0,0.5",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,,,19,,,,,,"300k,2.0,0.4,PF下げる",35,,,37,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,,,20,,,,,,"same up, high6->17",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,,,21,,,,,,"same up,high18->7",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,竹下沢頭,220103,1,,,,,,真空ショット,37,,,39,,,,,,,,,150,,,,H,4,,,,,,,,,,,,,,,,,,,,
3097,,,2,,,,,,TF only 2.0,37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,,,3,,,,,,"plasma, 300k,2,0.4us ",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,,,4,,,,,,"plasma, 300k,2,0.4us ",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,,5,,,,,,"plasma, 300k,2,0.4us ,highよさげ",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,,,6,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,,7,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,,,8,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,,,9,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
3105,,,10,,,,,,TF only 3.0,37,,,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,,,11,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,,,12,,,,,,"high17,18入れ替え,plasma,300k,2,0.4us",37,,,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,,,13,,,,,,"17,18正位置,plasma,300k,2,0.4us",37,,,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,,,14,,,,,,TF only4.0,37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,,,15,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,,,16,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,,,17,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,,,18,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,,,19,,,,,,"plasma,300k,2,0.4us,highまだまし",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,,,20,,,,,,"plasma,300k,2,0.4us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,,,21,,,,,,"plasma,TF2.0",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,,,22,,,,,,"TF2.0, OH4.0",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,,,23,,,,,,"plasma,300k,2,0.4us,OH4→プラズマ弱い",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,,,24,,,,,,"plasma,300k,2,0.4us,OH4",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,,,25,,,,,,"plasma,300k,2,0.4us,OH4",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,,,26,,,,,,"plasma,300k,2,0.4us,OH4",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,,,27,,,,,,"TF 4.0, OH 4.0",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,,,28,,,,,,"plasma,300k,2,0.4us,OH4,TF変更",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,,,29,,,,,,"plasma,300k,4,0.4us,OH4,しぼり変更",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,,,30,,,,,,"plasma,300k,4,0.8us,OH4,露光変更→オシロ失敗",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,,,31,,,,,,OH275usから260usに変更,37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,,,32,,,,,,タイミング変えたからバックグラウンド(OH4),37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,,,33,,,,,,"plasma,300k,4,0.8us,OH4",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,,,34,,,,,,"plasma,TF4,OHなし,300k,4,0.8us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,,,35,,,,,,"plasma,TF4,OHなし,300k,4,0.8us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,,,36,,,,,,"plasma,TF4,OHなし,300k,4,0.8us",37,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,,,37,,,,,,"plasma,TF2.0,OHなし,300k,4,0.8us→積分器入れ忘れ",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,,,38,,,,,,"plasma,TF2.0,OHなし,300k,4,0.8us",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,,,39,,,,,,"plasma,TF2.0,OHなし,300k,4,0.8us→high美しいかも",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,,,40,,,,,,"plasma,TF2.0,OHなし,300k,4,0.8us",37,,,39,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,三木竹下,220111,1,6,,,,,TF only,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,,220111,2,6,,,,,充電完了トリガノイズで失敗,39,,,39,,,,4,,,,,150,,,,H,7mTorr,,,,,,,,,,,,,,,,,,,,
3138,,220111,3,6,,,,,"plasma, camac不調",39,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,,220111,4,6,,,,,"plasma, 充電不足っぽい",39,,,39,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,,220111,5,6,,,,,plasma,39,,,39,,,,4,,,,,,,,,,8mTorr,,,,,,,,,,,,,,,,,,,,
3141,,220111,6,6,,,,,TF only,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,220111,7,6,,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,,220111,8,6,,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,,220111,9,6,,,,,"plamsa, オシロレンジ変えた",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,,220111,10,6,,,,,"plasma, 位置10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,,220111,11,6,,,,,plamsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,,220111,12,6,,,,,"plasma, スリット0.5mmさちった",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,,220111,13,6,,,,,"plasma, 三木OK, カメラ400kに変更",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,,220111,14,6,,,,,plasmaカメラ300kに変更,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,,220111,15,6,,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,,220111,16,6,,,,,plasma位置15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,,220111,17,6,,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,,220111,18,6,,,,,plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,,220111,19,6,,,,,plasma位置20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
